Stock_Code,Stock_Name,Weight,Shares,ETF,Holding_Source
2360,致茂,0.44,622000,00981A,finmind
2368,金像電,1.3,4000000,00981A,finmind
2382,廣達,0.0,1000,00981A,finmind
2383,台光電,9.07,4863000,00981A,finmind
2408,南亞科,0.0,1000,00981A,finmind
2439,美律,0.0,1000,00981A,finmind
2449,京元電子,0.95,11295450,00981A,finmind
2454,聯發科,7.12,5448000,00981A,finmind
2481,強茂,0.0,5000,00981A,finmind
3008,大立光,0.0,1000,00981A,finmind
3017,奇鋐,5.59,5900000,00981A,finmind
3037,欣興,6.58,20210000,00981A,finmind
3264,欣銓,0.22,3080000,00981A,finmind
3376,新日興,0.11,1741000,00981A,finmind
3443,創意,0.0,1000,00981A,finmind
3533,嘉澤,0.0,1000,00981A,finmind
3653,健策,3.46,2375000,00981A,finmind
3661,世芯-KY,0.0,1000,00981A,finmind
3665,貿聯-KY,3.24,4616848,00981A,finmind
3711,日月光投控,3.95,19529000,00981A,finmind
4958,臻鼎-KY,0.26,1682000,00981A,finmind
4966,譜瑞-KY,0.03,140000,00981A,finmind
4979,華星光,0.44,2424000,00981A,finmind
5274,信驊,2.74,484900,00981A,finmind
5347,世界,0.0,1000,00981A,finmind
6187,萬潤,0.5,1334000,00981A,finmind
6191,精成科,0.11,3988000,00981A,finmind
6223,旺矽,5.25,2443000,00981A,finmind
6271,同欣電,0.14,2224000,00981A,finmind
6274,台燿,2.87,5499000,00981A,finmind
6278,台表科,0.18,3250000,00981A,finmind
6488,環球晶,0.0,1000,00981A,finmind
6510,精測,0.44,478000,00981A,finmind
6515,穎崴,0.05,23000,00981A,finmind
6669,緯穎,4.9,2496000,00981A,finmind
6805,富世達,1.35,2265000,00981A,finmind
8046,南電,3.97,9634000,00981A,finmind
8150,南茂,0.0,1000,00981A,finmind
8210,勤誠,0.82,2497000,00981A,finmind
8358,金居,0.0,1000,00981A,finmind
8996,高力,0.31,802000,00981A,finmind
1519,華城,0.0009,660,00982A,finmind
1785,光洋科,0.8995,4384000,00982A,finmind
2059,川湖,4.2934,185000,00982A,finmind
2303,聯電,2.1587,9109000,00982A,finmind
2316,楠梓電,1.08,3471000,00982A,finmind
2327,國巨,0.8072,696000,00982A,finmind
2330,台積電,8.3476,1794000,00982A,finmind
2345,智邦,3.4867,817000,00982A,finmind
2351,順德,0.7675,2316000,00982A,finmind
2360,致茂,3.5398,837000,00982A,finmind
2368,金像電,0.0038,2000,00982A,finmind
2376,技嘉,0.3205,443000,00982A,finmind
2377,微星,1.8488,5678000,00982A,finmind
2383,台光電,3.6101,327000,00982A,finmind
2451,創見,0.2956,521000,00982A,finmind
2454,聯發科,6.7456,872000,00982A,finmind
2467,志聖,1.6006,1505000,00982A,finmind
2472,立隆電,0.7384,1533000,00982A,finmind
2881,富邦金,0.0,250,00982A,finmind
2885,元大金,0.2813,2128420,00982A,finmind
2886,兆豐金,0.0,1000,00982A,finmind
3008,大立光,2.1908,248000,00982A,finmind
3017,奇鋐,2.2819,407000,00982A,finmind
3036,文曄,1.0074,2404000,00982A,finmind
3105,穩懋,3.4018,4414000,00982A,finmind
3231,緯創,0.0339,91000,00982A,finmind
3264,欣銓,1.9939,4780000,00982A,finmind
3443,創意,0.0098,1000,00982A,finmind
3491,昇達科,2.5127,988000,00982A,finmind
3529,力旺,0.4766,93000,00982A,finmind
3583,辛耘,1.6376,1158000,00982A,finmind
3702,大聯大,1.3401,5678000,00982A,finmind
3706,神達,0.0002,1400,00982A,finmind
3711,日月光投控,1.2156,1016000,00982A,finmind
4441,振大環球,0.0015,4000,00982A,finmind
4958,臻鼎-KY,2.887,3178000,00982A,finmind
5274,信驊,1.0006,29900,00982A,finmind
5536,聖暉,6.5072,3679000,00982A,finmind
6139,亞翔,6.2894,4025000,00982A,finmind
6177,達麗,0.0178,194350,00982A,finmind
6187,萬潤,0.2025,91000,00982A,finmind
6223,旺矽,3.9039,307000,00982A,finmind
6239,力成,0.385,710000,00982A,finmind
6257,矽格,1.9599,4821000,00982A,finmind
6274,台燿,1.3872,450000,00982A,finmind
6278,台表科,0.761,2310000,00982A,finmind
6446,藥華藥,0.1165,42000,00982A,finmind
6488,環球晶,2.0385,1134000,00982A,finmind
6531,愛普,2.436,1440000,00982A,finmind
6669,緯穎,5.9203,510000,00982A,finmind
6831,邁科,0.3918,300000,00982A,finmind
7769,鴻勁,1.1611,93000,00982A,finmind
8016,矽創,1.3624,2270000,00982A,finmind
8046,南電,0.0024,1000,00982A,finmind
8358,金居,0.0008,1000,00982A,finmind
8996,高力,0.8611,382000,00982A,finmind
009150 KS,Samsung Electro-Mechanics co(009150 ks),3.59,70000,00988A,finmind
2308,台達電,1.49,468000,00988A,finmind
2327,國巨,1.69,1550000,00988A,finmind
2330,台積電,3.17,750000,00988A,finmind
2383,台光電,4.35,445000,00988A,finmind
2454,聯發科,3.16,445000,00988A,finmind
285A JP,KIOXIA HOLDINGS CORP,3.09,180000,00988A,finmind
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1.92,1749879,00988A,finmind
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,1.06,291988,00988A,finmind
3017,奇鋐,1.05,215000,00988A,finmind
3037,欣興,4.55,2600000,00988A,finmind
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,0.81,110000,00988A,finmind
3711,日月光投控,2.0,1800000,00988A,finmind
6223,旺矽,2.7,242000,00988A,finmind
6787 JP,MEIKO ELECTRONICS CO LTD,0.97,160000,00988A,finmind
6871 JP,MICRONICS JAPAN CO LTD,1.84,370000,00988A,finmind
6976 JP,TAIYO YUDEN CO LTD,1.54,450000,00988A,finmind
6981 JP,MURATA MANUFACTURING CO LTD,3.53,1350000,00988A,finmind
6997 JP,NIPPON CHEMI-CON CORP,1.32,1275100,00988A,finmind
9988 HK,ALIBABA GROUP HOLDING LTD,0.92,1000000,00988A,finmind
AEHR US,AEHR TEST SYSTEMS,0.94,140344,00988A,finmind
AIXA GY,AIXTRON SE,0.55,200000,00988A,finmind
AMAT US,APPLIED MATERIALS INC,2.54,85000,00988A,finmind
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),4.98,184500,00988A,finmind
BE US,BLOOM ENERGY CORP- A,2.53,210000,00988A,finmind
COHR US,COHERENT INC,1.78,95000,00988A,finmind
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,3.17,225000,00988A,finmind
FORM US,FORMFACTOR INC,1.04,150454,00988A,finmind
IFX GY,INFINEON TECHNOLOGIES AG,1.76,425000,00988A,finmind
LITE US,LUMENTUM HOLDINGS INC,4.77,102000,00988A,finmind
LMT US,LOCKHEED MARTIN CORP,1.29,38000,00988A,finmind
MPWR US,MONOLITHIC POWER SYSTEMS INC,1.44,18000,00988A,finmind
MRVL US,MARVELL TECHNOLOGY INC,2.48,205000,00988A,finmind
MU US,MICRON TECHNOLOGY INC,4.95,100000,00988A,finmind
NET US,CLOUDFLARE INC - CLASS A,0.79,45000,00988A,finmind
NOW US,SERVICENOW INC,1.96,270000,00988A,finmind
PANW US,PALO ALTO NETWORKS INC,3.28,150000,00988A,finmind
PLTR US,PALANTIR TECHNOLOGIES INC-A,0.8,80000,00988A,finmind
SNDK US,SANDISK CORP,1.52,21000,00988A,finmind
SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),2.19,115000,00988A,finmind
TER US,TERADYNE INC,1.19,55000,00988A,finmind
TSEM US,TOWER SEMICONDUCTOR LTD,2.66,186825,00988A,finmind
VECO US,VEECO INSTRUMENTS INC,0.02,7952,00988A,finmind
WDC US,WESTERN DIGITAL CORP,2.62,105000,00988A,finmind
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,2.65,36111,00990A,official
2303,聯電,0.82,2612000,00990A,official
2308,台達電,2.03,441000,00990A,official
2330,台積電,3.52,576000,00990A,official
2383,台光電,2.55,181000,00990A,official
2449,京元電子,0.63,1008000,00990A,official
2454,聯發科,2.51,245000,00990A,official
285A JP,KIOXIA HOLDINGS CORP,2.23,90100,00990A,official
3037,欣興,2.9,1146000,00990A,official
3665,貿聯-KY,0.9,160000,00990A,official
3711,日月光投控,1.03,641000,00990A,official
5801 JP,FURUKAWA ELECTRIC CO LTD,1.66,811800,00990A,official
6223,旺矽,1.21,75000,00990A,official
6274,台燿,1.04,255000,00990A,official
6723 JP,RENESAS ELECTRONICS CORP,1.65,837700,00990A,official
6857 JP,ADVANTEST CORP,1.56,88100,00990A,official
6981 JP,MURATA MANUFACTURING CO LTD,1.61,427700,00990A,official
AEHR US,AEHR TEST SYSTEMS,0.9,93300,00990A,official
AMAT US,APPLIED MATERIALS INC,4.1,94706,00990A,official
AMD US,ADVANCED MICRO DEVICES,2.35,60079,00990A,official
AVGO US,BROADCOM INC,1.0,29320,00990A,official
AXTI US,AXT INC,1.12,185020,00990A,official
BE US,BLOOM ENERGY CORP- A,2.52,144800,00990A,official
COHR US,COHERENT CORP,2.08,76979,00990A,official
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,2.31,113500,00990A,official
DDOG US,DATADOG INC - CLASS A,1.84,90800,00990A,official
DELL US,DELL TECHNOLOGIES -C,2.73,75300,00990A,official
FSLY US,FASTLY INC - CLASS A,0.52,217900,00990A,official
IFX GR,INFINEON TECHNOLOGIES AG,1.98,332843,00990A,official
LITE US,LUMENTUM HOLDINGS INC,6.84,101272,00990A,official
LRCX US,LAM RESEARCH CORP,0.95,37200,00990A,official
MRVL US,MARVELL TECHNOLOGY INC,2.29,131000,00990A,official
MSFT US,MICROSOFT CORP,4.72,113798,00990A,official
MU US,MICRON TECHNOLOGY INC,3.32,46405,00990A,official
NET US,CLOUDFLARE INC - CLASS A,1.04,41300,00990A,official
NOW US,SERVICENOW INC,1.03,98200,00990A,official
NVDA US,NVIDIA CORP,1.57,87900,00990A,official
PANW US,PALO ALTO NETWORKS INC,2.67,84400,00990A,official
PLTR US,PALANTIR TECHNOLOGIES INC-A,0.8,55726,00990A,official
RBRK US,RUBRIK INC-A,0.98,122500,00990A,official
SHOP US,SHOPIFY INC - CLASS A,2.12,168500,00990A,official
SMTC US,SEMTECH CORP,1.28,118700,00990A,official
SNDK US,SANDISK CORP,1.78,17063,00990A,official
SNOW US,SNOWFLAKE INC,3.17,115200,00990A,official
TEAM US,ATLASSIAN CORP-CL A,0.5,39800,00990A,official
TER US,TERADYNE INC,0.95,30320,00990A,official
TSEM US,TOWER SEMICONDUCTOR LTD,2.37,115500,00990A,official
U US,UNITY SOFTWARE INC,1.03,285200,00990A,official
WDAY US,WORKDAY INC-CLASS A,1.02,68200,00990A,official
WDC US,WESTERN DIGITAL CORP,1.78,49262,00990A,official
1216,統一企業,0.0,1000,00991A,official
2059,川湖科技,6.638,500000,00991A,official
2308,台達電子,0.002,1000,00991A,official
2313,華通電腦,0.0,1253,00991A,official
2317,鴻海精密,0.003,9000,00991A,official
2327,國巨股份,5.109,7700000,00991A,official
2330,台灣積體,13.841,5200000,00991A,official
2345,智邦科技,4.394,1800000,00991A,official
2357,華碩電腦,0.001,1000,00991A,official
2360,致茂電子,0.002,1000,00991A,official
2379,瑞昱半導,0.001,1000,00991A,official
2382,廣達電腦,0.003,9000,00991A,official
2383,台光電子,9.031,1430000,00991A,official
2404,漢唐集成,0.001,1000,00991A,official
2408,南亞科技,7.445,14000000,00991A,official
2412,中華電信,0.0,1000,00991A,official
2449,京元電子,0.0,1450,00991A,official
2454,聯發科技,5.089,1150000,00991A,official
2603,長榮海運,0.002,9000,00991A,official
2880,華南金融,0.0,9000,00991A,official
2881,富邦金融,0.001,9000,00991A,official
2882,國泰金融,0.001,9000,00991A,official
2883,凱基金融,0.0,9000,00991A,official
2884,玉山金融,0.0,9000,00991A,official
2885,元大金融,0.001,9000,00991A,official
2886,兆豐金融,0.0,9000,00991A,official
2887,台新新光,0.0,9000,00991A,official
2890,永豐金融,0.0,9000,00991A,official
2891,中國信託,0.001,9000,00991A,official
2912,統一超商,0.0,1000,00991A,official
3008,大立光電,0.005,1000,00991A,official
3017,奇鋐科技,3.849,1200000,00991A,official
3026,禾伸堂企,2.038,2700000,00991A,official
3036,文曄科技,0.0,1000,00991A,official
3037,欣興電子,5.511,5000000,00991A,official
3044,健鼎科技,0.001,1000,00991A,official
3081,聯亞光電,0.625,208000,00991A,official
3189,景碩科技,3.404,3600000,00991A,official
3231,緯創資通,1.919,9000000,00991A,official
3653,健策精密,1.133,230000,00991A,official
3665,貿聯-KY,0.002,1000,00991A,official
3711,日月光投,3.148,4600000,00991A,official
5274,信驊科技,2.307,120500,00991A,official
5347,世界先進,0.002,9000,00991A,official
6223,旺矽科技,5.238,720000,00991A,official
6274,台燿科技,4.056,2300000,00991A,official
6669,緯穎科技,3.785,570000,00991A,official
7769,鴻勁精密,2.857,400000,00991A,official
8046,南亞電路,4.183,3000000,00991A,official
8299,群聯電子,3.167,1300000,00991A,official
1303,南亞,2.4116,5445000,00992A,finmind
1815,富喬,2.294,10877000,00992A,finmind
2059,川湖,8.2705,293000,00992A,finmind
2308,台達電,2.6511,632000,00992A,finmind
2330,台積電,7.9572,1406000,00992A,finmind
2337,旺宏,0.4296,1343000,00992A,finmind
2345,智邦,5.606,1080000,00992A,finmind
2383,台光電,6.2574,466000,00992A,finmind
2454,聯發科,3.82,406000,00992A,finmind
2455,全新,2.4806,2753000,00992A,finmind
3008,大立光,4.5128,420000,00992A,finmind
3017,奇鋐,6.8331,1002000,00992A,finmind
3037,欣興,5.8516,2497000,00992A,finmind
3189,景碩,1.689,840013,00992A,finmind
3231,緯創,3.4744,7662000,00992A,finmind
3260,威剛,0.3435,358000,00992A,finmind
3264,欣銓,0.0365,72000,00992A,finmind
3443,創意,1.9235,160000,00992A,finmind
3583,辛耘,0.2528,147000,00992A,finmind
3661,世芯-KY,2.043,215000,00992A,finmind
3665,貿聯-KY,5.8632,1161000,00992A,finmind
3711,日月光投控,2.3706,1629000,00992A,finmind
4958,臻鼎-KY,1.1049,1000000,00992A,finmind
5289,宜鼎,0.349,98000,00992A,finmind
5347,世界,0.2351,629000,00992A,finmind
6139,亞翔,0.4751,250000,00992A,finmind
6187,萬潤,1.0853,401000,00992A,finmind
6223,旺矽,4.0677,263000,00992A,finmind
6515,穎崴,0.7057,42000,00992A,finmind
6584,南俊國際,2.8389,2231000,00992A,finmind
6669,緯穎,1.0871,77000,00992A,finmind
6805,富世達,0.4687,109000,00992A,finmind
7734,印能科技,0.4396,56000,00992A,finmind
7751,竑騰,0.5608,182000,00992A,finmind
8021,尖點,2.6837,2682000,00992A,finmind
8046,南電,0.8893,300000,00992A,finmind
8996,高力,4.4692,1630000,00992A,finmind
